file,column,dtype,rows,null_count,null_percent,non_null_count
data/context/urban_form/chicago_grid_metrics.parquet,cell_min_y,DOUBLE,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,city,VARCHAR,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,grid_size_meters,BIGINT,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,grid_x,BIGINT,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,grid_y,BIGINT,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,intersection_count,DOUBLE,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,intersection_density,DOUBLE,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,projected_crs,VARCHAR,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,road_density,DOUBLE,2651,0,0.0,2651
data/context/urban_form/chicago_grid_metrics.parquet,road_length_m,DOUBLE,2651,0,0.0,2651
data/context/urban_form/nyc_grid_metrics.parquet,cell_area_km2,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,cell_id,VARCHAR,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,cell_max_x,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,cell_max_y,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,cell_min_x,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,cell_min_y,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,city,VARCHAR,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,grid_size_meters,BIGINT,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,grid_x,BIGINT,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,grid_y,BIGINT,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,intersection_count,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,intersection_density,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,projected_crs,VARCHAR,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,road_density,DOUBLE,5094,0,0.0,5094
data/context/urban_form/nyc_grid_metrics.parquet,road_length_m,DOUBLE,5094,0,0.0,5094
data/context/weather/chicago_hourly_weather.parquet,city,VARCHAR,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,precipitation_mm,DOUBLE,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,rain_flag,BIGINT,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,snow_flag,BIGINT,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,snow_mm,USMALLINT,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,temperature_c,DOUBLE,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,weather_hour,TIMESTAMP,8765,0,0.0,8765
data/context/weather/chicago_hourly_weather.parquet,wind_speed_kph,DOUBLE,8765,0,0.0,8765
data/context/weather/london_hourly_weather.parquet,city,VARCHAR,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,precipitation_mm,DOUBLE,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,rain_flag,BIGINT,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,snow_flag,BIGINT,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,snow_mm,USMALLINT,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,temperature_c,DOUBLE,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,weather_hour,TIMESTAMP,8760,0,0.0,8760
data/context/weather/london_hourly_weather.parquet,wind_speed_kph,DOUBLE,8760,0,0.0,8760
data/context/weather/nyc_hourly_weather.parquet,city,VARCHAR,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,precipitation_mm,DOUBLE,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,rain_flag,BIGINT,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,snow_flag,BIGINT,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,snow_mm,USMALLINT,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,temperature_c,DOUBLE,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,weather_hour,TIMESTAMP,8784,0,0.0,8784
data/context/weather/nyc_hourly_weather.parquet,wind_speed_kph,DOUBLE,8784,0,0.0,8784
data/model_input/model_input_chicago_nyc_sampled.parquet,bearing_cos,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,bearing_sin,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,day_of_week,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,haversine_distance_km,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,hour_cos,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,hour_sin,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,is_weekend,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,month,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,part_of_day_evening_peak,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,part_of_day_midday,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,part_of_day_morning_peak,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,part_of_day_night,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,precipitation_mm,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,rain_flag,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,rideable_type_classic_bike,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,rideable_type_electric_bike,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,same_station,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,snow_flag,TINYINT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,snow_mm,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,temperature_c,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,trip_duration,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_nyc_sampled.parquet,wind_speed_kph,FLOAT,2000000,0,0.0,2000000
data/model_input/model_input_chicago_sampled.parquet,bearing_cos,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,bearing_sin,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,day_of_week,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,haversine_distance_km,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,hour_cos,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,hour_sin,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,is_weekend,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,month,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,part_of_day_evening_peak,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,part_of_day_midday,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,part_of_day_morning_peak,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,part_of_day_night,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,precipitation_mm,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,rain_flag,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,rideable_type_classic_bike,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,rideable_type_electric_bike,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,same_station,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,snow_flag,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,snow_mm,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,temperature_c,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,trip_duration,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_chicago_sampled.parquet,wind_speed_kph,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_london_train.parquet,bearing_cos,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,bearing_sin,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,day_of_week,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,haversine_distance_km,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,hour_cos,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,hour_sin,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,is_weekend,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,month,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,part_of_day_evening_peak,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,part_of_day_midday,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,part_of_day_morning_peak,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,part_of_day_night,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,precipitation_mm,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,rain_flag,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,rideable_type_classic_bike,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,rideable_type_electric_bike,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,same_station,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,snow_flag,TINYINT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,snow_mm,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,temperature_c,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,trip_duration,FLOAT,800000,0,0.0,800000
data/model_input/model_input_london_train.parquet,wind_speed_kph,FLOAT,800000,0,0.0,800000
data/model_input/model_input_nyc_sampled.parquet,bearing_cos,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,bearing_sin,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,day_of_week,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,haversine_distance_km,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,hour_cos,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,hour_sin,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,is_weekend,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,month,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,part_of_day_evening_peak,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,part_of_day_midday,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,part_of_day_morning_peak,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,part_of_day_night,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,precipitation_mm,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,rain_flag,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,rideable_type_classic_bike,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,rideable_type_electric_bike,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,same_station,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,snow_flag,TINYINT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,snow_mm,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,temperature_c,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,trip_duration,FLOAT,1000000,0,0.0,1000000
data/model_input/model_input_nyc_sampled.parquet,wind_speed_kph,FLOAT,1000000,0,0.0,1000000
data/processed/chicago_featured.parquet,bearing,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,bearing_cos,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,bearing_sin,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,city,VARCHAR,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,day_of_week,INTEGER,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,delta_lat,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,delta_lng,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,end_lat,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,end_lng,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,ended_at,TIMESTAMP,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,haversine_distance_km,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,hour,INTEGER,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,hour_cos,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,hour_sin,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,is_weekend,INTEGER,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,member_casual,VARCHAR,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,month,INTEGER,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,part_of_day,VARCHAR,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,rideable_type,VARCHAR,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,same_station,INTEGER,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,start_lat,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,start_lng,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,started_at,TIMESTAMP,5547459,0,0.0,5547459
data/processed/chicago_featured.parquet,trip_duration,DOUBLE,5547459,0,0.0,5547459
data/processed/chicago_filtered.parquet,bearing_cos,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,bearing_sin,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,city,VARCHAR,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,day_of_week,INTEGER,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,haversine_distance_km,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,hour,INTEGER,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,hour_cos,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,hour_sin,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,is_weekend,INTEGER,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,member_casual,VARCHAR,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,month,INTEGER,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,part_of_day,VARCHAR,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,rideable_type,VARCHAR,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,same_station,INTEGER,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,started_at,TIMESTAMP,5275768,0,0.0,5275768
data/processed/chicago_filtered.parquet,trip_duration,DOUBLE,5275768,0,0.0,5275768
data/processed/chicago_nyc_sampled.parquet,bearing_cos,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,bearing_sin,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,city,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,day_of_week,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,haversine_distance_km,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,hour,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,hour_cos,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,hour_sin,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,is_weekend,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,member_casual,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,month,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,part_of_day,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,rideable_type,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,same_station,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,started_at,TIMESTAMP,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled.parquet,trip_duration,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,bearing_cos,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,bearing_sin,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,city,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,day_of_week,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,haversine_distance_km,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,hour,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,hour_cos,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,hour_sin,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,is_weekend,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,member_casual,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,month,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,part_of_day,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,precipitation_mm,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,rain_flag,BIGINT,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,rideable_type,VARCHAR,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,same_station,INTEGER,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,snow_flag,BIGINT,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,snow_mm,USMALLINT,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,started_at,TIMESTAMP,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,temperature_c,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,trip_duration,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_nyc_sampled_with_weather.parquet,wind_speed_kph,DOUBLE,2000000,0,0.0,2000000
data/processed/chicago_sampled.parquet,bearing_cos,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,bearing_sin,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,city,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,day_of_week,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,haversine_distance_km,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,hour,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,hour_cos,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,hour_sin,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,is_weekend,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,member_casual,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,month,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,part_of_day,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,rideable_type,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,same_station,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,started_at,TIMESTAMP,1000000,0,0.0,1000000
data/processed/chicago_sampled.parquet,trip_duration,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,bearing_cos,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,bearing_sin,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,city,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,day_of_week,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,haversine_distance_km,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,hour,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,hour_cos,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,hour_sin,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,is_weekend,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,member_casual,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,month,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,part_of_day,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,precipitation_mm,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,rain_flag,BIGINT,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,rideable_type,VARCHAR,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,same_station,INTEGER,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,snow_flag,BIGINT,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,snow_mm,USMALLINT,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,started_at,TIMESTAMP,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,temperature_c,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,trip_duration,DOUBLE,1000000,0,0.0,1000000
data/processed/chicago_sampled_with_weather.parquet,wind_speed_kph,DOUBLE,1000000,0,0.0,1000000
data/processed/london_featured.parquet,bearing_cos,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured.parquet,bearing_sin,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured.parquet,city,VARCHAR,8693397,0,0.0,8693397
data/processed/london_featured.parquet,day_of_week,INTEGER,8693397,0,0.0,8693397
data/processed/london_featured.parquet,haversine_distance_km,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured.parquet,hour,INTEGER,8693397,0,0.0,8693397
data/processed/london_featured.parquet,hour_cos,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured.parquet,hour_sin,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured.parquet,is_weekend,BIGINT,8693397,0,0.0,8693397
data/processed/london_featured.parquet,member_casual,VARCHAR,8693397,0,0.0,8693397
data/processed/london_featured.parquet,month,INTEGER,8693397,0,0.0,8693397
data/processed/london_featured.parquet,part_of_day,VARCHAR,8693397,0,0.0,8693397
data/processed/london_featured.parquet,rideable_type,VARCHAR,8693397,0,0.0,8693397
data/processed/london_featured.parquet,same_station,BIGINT,8693397,0,0.0,8693397
data/processed/london_featured.parquet,started_at,TIMESTAMP,8693397,0,0.0,8693397
data/processed/london_featured.parquet,trip_duration,DOUBLE,8693397,0,0.0,8693397
data/processed/london_featured_with_weather.parquet,bearing,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,bearing_cos,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,bearing_sin,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,city,VARCHAR,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,day_of_week,INTEGER,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,delta_lat,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,delta_lng,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,haversine_distance_km,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,hour,INTEGER,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,hour_cos,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,hour_sin,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,is_weekend,BIGINT,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,member_casual,VARCHAR,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,month,INTEGER,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,part_of_day,VARCHAR,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,precipitation_mm,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,rain_flag,BIGINT,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,rideable_type,VARCHAR,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,same_station,BIGINT,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,snow_flag,BIGINT,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,snow_mm,USMALLINT,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,started_at,TIMESTAMP,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,temperature_c,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,trip_duration,DOUBLE,8842011,0,0.0,8842011
data/processed/london_featured_with_weather.parquet,wind_speed_kph,DOUBLE,8842011,0,0.0,8842011
data/processed/london_sampled.parquet,bearing_cos,DOUBLE,1000000,0,0.0,1000000
data/processed/london_sampled.parquet,bearing_sin,DOUBLE,1000000,0,0.0,1000000
data/processed/london_sampled.parquet,city,VARCHAR,1000000,0,0.0,1000000
data/processed/london_sampled.parquet,day_of_week,INTEGER,1000000,0,0.0,1000000
